Row	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	Correct First Attempt	Incorrects	Hints	Corrects	KC(SubSkills)	Opportunity(SubSkills)
3617454	25043n6n1	Unit MIXED-IMPROPER-FRACTIONS, Section MIXED-IMPROPER-FACTIONS-2	EQFRAC-I-104	1	Shape4:1	2007-04-11 12:49:24.0	2007-04-11 12:49:30.0	2007-04-11 12:49:30.0	2007-04-11 12:49:30.0	6	6		1	0	0	1		
3617610	25043n6n1	Unit RATIO-PROPORTION, Section RATIO-PROPORTION-2	RATIO2-030	1	NumeratorLabel2	2007-04-25 12:40:16.0	2007-04-25 12:40:17.0	2007-04-25 12:40:17.0	2007-04-25 12:40:17.0	1	1		1	0	0	1	Enter rate label in numerator	4
3617774	25043n6n1	Unit ONE-STEP-EQUATIONS, Section ONE-STEP-EQUATIONS-7	EG24 0 = -3x	1	0 = -3x	2007-05-16 12:52:03.0	2007-05-16 12:52:35.0	2007-05-16 12:52:50.0	2007-05-16 12:52:50.0	47		47	0	1	0	1	[SkillRule: Remove negative coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	15
3617962	25043n6n1	Unit PATTERNS-TWO-STEP, Section PATTERNS-TWO-STEP-1	DD186	1	R1C1	2007-05-30 12:47:05.0	2007-05-30 12:47:12.0	2007-05-30 12:47:12.0	2007-05-30 12:47:12.0	2.333	2.333		1	0	0	1		
3618354	25043n6n1	Unit EXPRESSION-EVALUATION, Section EXPRESSION-EVALUATION-1	DD233	1	R7C1	2007-06-13 12:44:26.0	2007-06-13 12:44:30.0	2007-06-13 12:44:30.0	2007-06-13 12:44:30.0	4	4		1	0	0	1	Entering a given	152
3618505	25048i932	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-1	PICTALG1AU309	1	Label:2	2006-11-15 12:14:04.0	2006-11-15 12:14:43.0	2006-11-15 12:14:43.0	2006-11-15 12:14:43.0	13	13		1	0	0	1		
3619121	25048i932	Unit LCM, Section lcm-2	LCM-C-12-16	2	LCMCheckbox1:5	2006-12-06 12:08:10.0	2006-12-06 12:08:13.0	2006-12-06 12:08:13.0	2006-12-06 12:08:13.0	3	3		1	0	0	1	Identify number as common multiple	217
3619454	25048i932	Unit GCF, Section gcf-1	GCF-12-14	1	MorePairs2:2	2006-12-13 12:24:40.0	2006-12-13 12:24:42.0	2006-12-13 12:24:42.0	2006-12-13 12:24:42.0	2	2		1	0	0	1		
3619732	25048i932	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-1	POW1V39	1	Shape1:6	2007-01-10 12:44:46.0	2007-01-10 12:44:47.0	2007-01-10 12:44:47.0	2007-01-10 12:44:47.0	1	1		1	0	0	1		
3622037	25048i932	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-3	POWS3C20	1	Question4	2007-02-28 12:14:40.0	2007-02-28 12:14:51.0	2007-02-28 12:14:51.0	2007-02-28 12:14:51.0	11	11		1	0	0	1	Identify number of items	84
3622577	25048i932	Unit DIVIDING-GROUPS, Section DIVIDING_GROUPS-2	POG2-01-7	1	HowManyPink2	2007-03-21 12:25:29.0	2007-03-21 12:25:33.0	2007-03-21 12:25:33.0	2007-03-21 12:25:33.0	4	4		1	0	0	1	Enter items numerator	13
3622798	25048i932	Unit RATIO-PROPORTION, Section RATIO-PROPORTION-1	RATIO1-017	1	DenominatorQuantity1	2007-04-25 12:44:15.0	2007-04-25 12:44:19.0	2007-04-25 12:44:19.0	2007-04-25 12:44:19.0	4	4		1	0	0	1	Enter given ratio denominator	5
3622986	25048i932	Unit ONE-STEP-EQUATIONS, Section ONE-STEP-EQUATIONS-6	Eg27 -x = 3	1	-x = 3	2007-06-13 11:59:49.0	2007-06-13 12:00:06.0	2007-06-13 12:00:06.0	2007-06-13 12:00:06.0	17	17		1	0	0	1	[SkillRule: Remove negative coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	15
3623355	250596xvl	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-3	PICTALG3MU081	1	Bar1	2006-11-22 12:48:12.0	2006-11-22 12:48:16.0	2006-11-22 12:48:16.0	2006-11-22 12:48:16.0	4	4		1	0	0	1	Draw smaller bar -- multiplication	31
3623754	250596xvl	Unit LCM, Section lcm-1	LCM-04-09	1	LCMFactor1:7	2006-12-06 12:14:04.0	2006-12-06 12:14:05.0	2006-12-06 12:14:05.0	2006-12-06 12:14:05.0	1	1		1	0	0	1	List consecutive multiples of a number	119
3624448	250596xvl	Unit GCF, Section gcf-2	GCF-C-20-44	1	FactorPairBox:1:3	2007-01-10 12:06:34.0	2007-01-10 12:06:35.0	2007-01-10 12:06:35.0	2007-01-10 12:06:35.0	1	1		1	0	0	1	List factor of large number	64
3624822	250596xvl	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-4	POG4W-32-0	1	DragMarble:11	2007-01-17 12:06:12.0	2007-01-17 12:06:15.0	2007-01-17 12:06:15.0	2007-01-17 12:06:15.0	3	3		1	0	0	1		
3627198	250596xvl	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-3	POWS3H22	1	Exercise1:Item2:7	2007-03-21 12:11:18.0	2007-03-21 12:11:21.0	2007-03-21 12:11:21.0	2007-03-21 12:11:21.0	3	3		1	0	0	1		
3628447	250596xvl	Unit DIVIDING-GROUPS, Section DIVIDING_GROUPS-2	POG2-01-5	1	DragMarble:4	2007-04-11 12:29:34.0	2007-04-11 12:29:37.0	2007-04-11 12:29:37.0	2007-04-11 12:29:37.0	3	3		1	0	0	1		
3628929	250596xvl	Unit ONE-STEP-EQUATIONS, Section ONE-STEP-EQUATIONS-4	EG23 -3 = 6y	1	row1-N-y	2007-06-06 12:36:13.0	2007-06-06 12:36:14.0	2007-06-06 12:36:14.0	2007-06-06 12:36:14.0	1	1		1	0	0	1		
3629143	2508l49l7	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-1	PICTALG1AU002	1	SecondAnswer	2006-11-15 12:20:45.0	2006-11-15 12:20:53.0	2006-11-15 12:21:28.0	2006-11-15 12:21:28.0	43		43	0	2	0	1	Enter quantity from diagram by calculating	1
3629583	2508l49l7	Unit LCM, Section lcm-2	LCM-C-03-04	1	LCMCheckbox2:2	2006-11-22 12:29:24.0	2006-11-22 12:29:25.0	2006-11-22 12:29:25.0	2006-11-22 12:29:25.0	1	1		1	0	0	1	Identify number as common multiple	160
3630143	2508l49l7	Unit GCF, Section gcf-2	GCF-C-06-10	1	MorePairs1:2	2006-11-29 12:33:34.0	2006-11-29 12:33:36.0	2006-11-29 12:33:36.0	2006-11-29 12:33:36.0	2	2		1	0	0	1		
3630353	2508l49l7	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-1	POW1C31	1	Shape1:6	2006-12-06 12:35:59.0	2006-12-06 12:36:00.0	2006-12-06 12:36:00.0	2006-12-06 12:36:00.0	1	1		1	0	0	1		
3631076	2508l49l7	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-1	POWS1C23	3	Exercise1:Item1:10	2007-02-14 12:00:52.0	2007-02-14 12:00:56.0	2007-02-14 12:00:56.0	2007-02-14 12:00:56.0	4	4		1	0	0	1		
3631399	2508l49l7	Unit FRACTION-OPERATIONS-1, Section FRACTION-OPERATIONS-I-3	FRACOPS3A08-28	1	Numerator:Built2	2007-02-28 12:17:47.0	2007-02-28 12:17:50.0	2007-02-28 12:17:50.0	2007-02-28 12:17:50.0	3	3		1	0	0	1	Rewrite fraction with common denominator	12
3632026	2508l49l7	Unit MIXED-IMPROPER-FRACTIONS, Section MIXED-IMPROPER-FACTIONS-3	FRAC-OP1-093	1	8 8/21	2007-04-11 12:42:34.0	2007-04-11 12:43:50.0	2007-04-11 12:43:50.0	2007-04-11 12:43:50.0	76	76		1	0	0	1		
3632113	2508l49l7	Unit RATIO-PROPORTION, Section RATIO-PROPORTION-1	RATIO1-193	1	SimplifiedDenominatorLabel1	2007-04-25 12:33:08.0	2007-04-25 12:33:12.0	2007-04-25 12:33:12.0	2007-04-25 12:33:12.0	4	4		1	0	0	1	Enter ratio label to right of "to"	4
3632398	2508l49l7	Unit ONE-STEP-EQUATIONS, Section ONE-STEP-EQUATIONS-3	EG26 -7 = x/-8	1	-7 = x/-8	2007-06-13 12:49:37.0	2007-06-13 12:50:12.0	2007-06-13 12:50:12.0	2007-06-13 12:50:12.0	35	35		1	0	0	1	[SkillRule: Remove negative coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	5
3632752	250ciaa7k	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-2	PICTALG2SU379	1	InitialQuestion	2006-11-22 12:45:25.0	2006-11-22 12:45:43.0	2006-11-22 12:45:43.0	2006-11-22 12:45:43.0	6	6		1	0	0	1	Identify larger quantity -- subtraction	3
3633155	250ciaa7k	Unit LCM, Section lcm-2	LCM-C-06-12	1	Product	2006-12-06 12:09:43.0	2006-12-06 12:10:00.0	2006-12-06 12:10:45.0	2006-12-06 12:10:45.0	58		58	0	1	0	1	Calculate product of two numbers	17
3633376	250ciaa7k	Unit GCF, Section gcf-1	GCF-04-24	1	FactorPairBox:2:8	2006-12-13 12:22:06.0	2006-12-13 12:22:08.0	2006-12-13 12:22:08.0	2006-12-13 12:22:08.0	2	2		1	0	0	1	List factor of large number	28
3633688	250ciaa7k	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-1	POW1H53	1	Shape1:5	2007-01-17 12:34:15.0	2007-01-17 12:34:20.0	2007-01-17 12:34:20.0	2007-01-17 12:34:20.0	5	5		1	0	0	1		
3636179	250ciaa7k	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-3	POWS3C09	1	Exercise1:Item2:3	2007-03-21 12:38:04.0	2007-03-21 12:38:15.0	2007-03-21 12:38:15.0	2007-03-21 12:38:15.0	11	11		1	0	0	1		
3636573	250ciaa7k	Unit DIVIDING-GROUPS, Section DIVIDING_GROUPS-3	POG3-04-6-0	1	IdentifyGroups	2007-04-25 12:25:55.0	2007-04-25 12:26:08.0	2007-04-25 12:26:08.0	2007-04-25 12:26:08.0	6.5	6.5		1	0	0	1	Identify number of desired groups	21
3636781	250ciaa7k	Unit ONE-STEP-EQUATIONS, Section ONE-STEP-EQUATIONS-4	EG25 y/6 = 5	1	y = 30	2007-06-06 12:05:36.0	2007-06-06 12:05:44.0		2007-06-06 12:05:44.0	8		8	0	0	1	0	[SkillRule: Done?; {doneleft; doneright; doneleft, no menu; doneright, nomenu; done no solution; Done No Solution, domain exception; Done No Solution, range exception; done infinite solutions; done expr, standard form; done expr, standard form, no menu}]	4
3636898	250ciaa7k	Unit PATTERNS-TWO-STEP, Section PATTERNS-TWO-STEP-1	DD188	1	R7C2	2007-06-13 12:27:17.0	2007-06-13 12:27:22.0	2007-06-13 12:27:22.0	2007-06-13 12:27:22.0	5	5		1	0	0	1	Entering a given	3
3637041	250d4glhn	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-2	PICTALG2SU334	1	Difference	2006-11-15 12:16:42.0	2006-11-15 12:16:45.0	2006-11-15 12:16:45.0	2006-11-15 12:16:45.0	3	3		1	0	0	1	Enter subtracted quantity in diagram	2
3637403	250d4glhn	Unit LCM, Section lcm-1	LCM-10-20	1	LCMFactor2:9	2006-11-22 12:24:47.0	2006-11-22 12:24:51.0	2006-11-22 12:24:51.0	2006-11-22 12:24:51.0	4	4		1	0	0	1	List consecutive multiples of a number	152
3638398	250d4glhn	Unit GCF, Section gcf-2	GCF-C-09-45	1	GCFCheckbox2:3	2006-12-13 12:22:51.0	2006-12-13 12:22:52.0	2006-12-13 12:22:53.0	2006-12-13 12:22:53.0	1.5		1.5	0	1	0	1	Identify number as common factor	293
3638827	250d4glhn	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-4	POG4W-16-0	1	DragMarble:6	2007-01-10 12:27:27.0	2007-01-10 12:27:29.0	2007-01-10 12:27:29.0	2007-01-10 12:27:29.0	2	2		1	0	0	1		
3641356	250d4glhn	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-3	POWS3S29	1	Question2	2007-03-14 12:08:15.0	2007-03-14 12:08:17.0	2007-03-14 12:08:17.0	2007-03-14 12:16:24.0	4	4		1	0	0	2	Identify number of recipients	108
3642102	250d4glhn	Unit DIVIDING-GROUPS, Section DIVIDING_GROUPS-3	POG3-02-3-1	1	IdentifyGroups	2007-04-11 12:03:54.0	2007-04-11 12:03:55.0	2007-04-11 12:03:55.0	2007-04-11 12:03:55.0	1	1		1	0	0	1	Identify number of desired groups	29
3642236	250d4glhn	Unit EQUIVALENT-FRACTIONS, Section EQUIVALENT-FRACTIONS-1	EQFRAC1S001-20	1	Fraction:UnitFactor	2007-04-11 12:48:28.0	2007-04-11 12:48:31.0	2007-04-11 12:48:50.0	2007-04-11 12:48:50.0	17		17	0	2	0	1	Identify multiplier in equivalence statement	6
3642304	250d4glhn	Unit RATIO-PROPORTION, Section RATIO-PROPORTION-1	RATIO1-112	1	Simplifiable1	2007-04-25 12:31:24.0	2007-04-25 12:31:26.0	2007-04-25 12:31:26.0	2007-04-25 12:31:26.0	2	2		1	0	0	1	Identify that a fraction can/cannot be simplified	7
3642438	250d4glhn	Unit ONE-STEP-EQUATIONS, Section ONE-STEP-EQUATIONS-2	Eg21a-constant 7+x-7 = -7-7	1	xR2	2007-06-13 12:09:08.0	2007-06-13 12:09:17.0		2007-06-13 12:10:29.0	34		34	0	2	1	0		
3642882	250d5xkz7	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-2	PICTALG2SU031	2	GeneralHelpGoalNode	2006-11-29 12:02:45.0	2006-11-29 12:02:48.0		2006-11-29 12:03:11.0	12		12	0	0	0	0		
3643427	250d5xkz7	Unit LCM, Section lcm-1	LCM-12-15	1	LCMCheckbox1:3	2006-12-13 12:41:15.0	2006-12-13 12:41:16.0	2006-12-13 12:41:16.0	2006-12-13 12:41:16.0	1	1		1	0	0	1	Identify number as common multiple	155
3644120	250d5xkz7	Unit GCF, Section gcf-2	GCF-C-09-18	1	Question1	2007-02-14 12:08:28.0	2007-02-14 12:08:32.0	2007-02-14 12:08:32.0	2007-02-14 12:08:32.0	4	4		1	0	0	1	Identify GCF - one number multiple of other	9
3644466	250d5xkz7	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-6	POW6N04	1	EachPart	2007-02-21 12:15:13.0	2007-02-21 12:15:25.0	2007-02-21 12:15:46.0	2007-02-21 12:15:46.0	33		33	0	2	0	1	Identify fraction associated with each segment of a number line	1
3646535	250d5xkz7	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-3	POWS3C32	1	Exercise1:Item6:4	2007-03-30 12:12:18.0	2007-03-30 12:12:22.0	2007-03-30 12:12:22.0	2007-03-30 12:12:22.0	4	4		1	0	0	1		
3646863	250d5xkz7	Unit RATIO-PROPORTION, Section RATIO-PROPORTION-1	RATIO1-097	1	NumeratorQuantity1	2007-04-25 12:42:33.0	2007-04-25 12:42:41.0	2007-04-25 12:42:41.0	2007-04-25 12:42:41.0	8	8		1	0	0	1	Enter given ratio numerator	10
3647015	250d5xkz7	Unit ONE-STEP-EQUATIONS, Section ONE-STEP-EQUATIONS-4	Eg26 x = 9*(-3)	1	x/-3*(-3) = 9*(-3)	2007-05-30 11:57:50.0	2007-05-30 11:58:58.0	2007-05-30 11:58:58.0	2007-05-30 11:59:28.0	98	98		1	0	0	3	[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	3
3647375	250e5muky	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-2	PICTALG2SU486	1	Difference	2006-11-22 12:41:09.0	2006-11-22 12:41:20.0	2006-11-22 12:41:20.0	2006-11-22 12:41:20.0	11	11		1	0	0	1	Enter subtracted quantity in diagram	4
3648057	250e5muky	Unit LCM, Section lcm-2	LCM-C-07-14	1	LCMFactor2:5	2007-01-10 12:02:36.0	2007-01-10 12:02:52.0	2007-01-10 12:05:16.0	2007-01-10 12:05:16.0	160		160	0	1	0	1	List consecutive multiples of a number	310
3648608	250e5muky	Unit GCF, Section gcf-2	GCF-C-08-36	1	GCFCheckbox2:6	2007-01-17 12:49:13.0	2007-01-17 12:49:20.0	2007-01-17 12:49:20.0	2007-01-17 12:49:20.0	7	7		1	0	0	1	Identify number as common factor	143
3649152	250e5muky	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-1	POW1S23	1	Shape1:2	2007-02-14 12:28:20.0	2007-02-14 12:28:22.0	2007-02-14 12:28:22.0	2007-02-14 12:28:22.0	2	2		1	0	0	1		
3650521	250e5muky	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-1	POWS1C20	1	Exercise2:Item3:1	2007-04-11 12:16:50.0	2007-04-11 12:16:58.0	2007-04-11 12:16:58.0	2007-04-11 12:16:58.0	8	8		1	0	0	1		
3650905	250e5muky	Unit RATIO-PROPORTION, Section RATIO-PROPORTION-1	RATIO1-060	1	NumeratorQuantity1	2007-04-25 12:46:52.0	2007-04-25 12:46:59.0	2007-04-25 12:46:59.0	2007-04-25 12:46:59.0	7	7		1	0	0	1	Enter given ratio numerator	3
3651093	250e5muky	Unit ONE-STEP-EQUATIONS, Section ONE-STEP-EQUATIONS-4	EG26 x/-4 = -8	1	FinalAnswer	2007-06-13 12:07:15.0	2007-06-13 12:07:28.0	2007-06-13 12:07:32.0	2007-06-13 12:09:18.0	74		74	0	2	0	3	perform-mult-row2-sp~~perform-mult-r-sp	4~~4
3651329	250fmnzay	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-2	PICTALG2SU559	1	SmallerBar	2006-11-15 12:18:45.0	2006-11-15 12:19:05.0	2006-11-15 12:20:57.0	2006-11-15 12:20:57.0	107		107	0	3	1	1	Enter smaller inital in diagram -- calculated	2
3651773	250fmnzay	Unit LCM, Section lcm-2	LCM-C-03-12	1	GeneralHelpGoalNode	2006-11-22 12:40:29.0	2006-11-22 12:40:32.0		2006-11-22 12:40:36.0	7		7	0	0	0	0		
3652347	250fmnzay	Unit GCF, Section gcf-2	GCF-C-22-36	1	MorePairs1:1	2006-11-29 12:32:05.0	2006-11-29 12:32:07.0	2006-11-29 12:32:07.0	2006-11-29 12:32:07.0	2	2		1	0	0	1		
3652679	250fmnzay	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-6	POW6N38	1	EachPart	2006-12-13 12:30:50.0	2006-12-13 12:30:56.0	2006-12-13 12:30:56.0	2006-12-13 12:30:56.0	6	6		1	0	0	1	Identify fraction associated with each segment of a number line	6
3653800	250fmnzay	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-1	POWS1H23	1	Exercise2:Item2:1	2007-01-31 12:39:08.0	2007-01-31 12:39:13.0	2007-01-31 12:39:13.0	2007-01-31 12:39:13.0	5	5		1	0	0	1		
3654758	250fmnzay	Unit FRACTION-OPERATIONS-1, Section FRACTION-OPERATIONS-I-3	FRACOPS3S11-32	1	Fraction1:2	2007-02-21 11:57:40.0	2007-02-21 11:58:56.0	2007-02-21 11:58:56.0	2007-02-21 11:58:56.0	76	76		1	0	0	1		
3655315	250fmnzay	Unit MIXED-IMPROPER-FRACTIONS, Section MIXED-IMPROPER-FACTIONS-3	FRAC-OP1-070	1	13/7	2007-03-30 12:03:11.0	2007-03-30 12:03:20.0	2007-03-30 12:03:20.0	2007-03-30 12:03:39.0	28	28		1	1	0	2	[SkillRule: Write improper fraction as mixed number; Rewrite term as mixed number]	8
3655519	250fmnzay	Unit RATIO-PROPORTION, Section RATIO-PROPORTION-1	RATIO1-054	1	DenominatorQuantity1	2007-04-25 12:39:05.0	2007-04-25 12:39:25.0	2007-04-25 12:39:25.0	2007-04-25 12:39:25.0	20	20		1	0	0	1	Calculate ratio denominator from given	6
3655658	250fmnzay	Unit ONE-STEP-EQUATIONS, Section ONE-STEP-EQUATIONS-5	Eg27 -4 = -y	1	-4 = -y	2007-05-30 12:04:48.0	2007-05-30 12:05:15.0	2007-05-30 12:05:45.0	2007-05-30 12:05:45.0	57		57	0	2	0	1	[SkillRule: Remove negative coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	11
3655897	250fmnzay	Unit PATTERNS-TWO-STEP, Section PATTERNS-TWO-STEP-1	DD197	1	R7C1	2007-06-13 12:24:52.0	2007-06-13 12:24:58.0	2007-06-13 12:24:58.0	2007-06-13 12:24:58.0	6	6		1	0	0	1	Entering a given	48
3656125	250hcfhzd	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-2	PICTALG2SU398	1	Label:2	2007-02-21 12:11:14.0	2007-02-21 12:11:15.0	2007-02-21 12:11:15.0	2007-02-21 12:11:15.0	1	1		1	0	0	1		
3656357	250hcfhzd	Unit LCM, Section lcm-1	LCM-03-18	1	LCMCheckbox2:2	2007-02-28 12:02:32.0	2007-02-28 12:02:33.0	2007-02-28 12:02:35.0	2007-02-28 12:02:35.0	3		3	0	1	0	1	Identify number as common multiple	97
3656765	250hcfhzd	Unit GCF, Section gcf-1	GCF-06-18	1	GCFCheckbox2:6	2007-02-28 12:38:04.0	2007-02-28 12:38:05.0	2007-02-28 12:38:05.0	2007-02-28 12:38:05.0	1	1		1	0	0	1	Identify number as common factor	96
3657053	250hcfhzd	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-4	POG4W-26-0	1	DragMarble:1	2007-03-30 12:30:48.0	2007-03-30 12:30:54.0	2007-03-30 12:30:54.0	2007-03-30 12:30:54.0	6	6		1	0	0	1		
3657099	250hcfhzd	Unit RATIO-PROPORTION, Section RATIO-PROPORTION-1	RATIO1-044	1	SimplifiedDenominatorQuantity1	2007-04-25 12:46:48.0	2007-04-25 12:47:08.0	2007-04-25 12:47:08.0	2007-04-25 12:47:08.0	20	20		1	0	0	1	Enter ratio quantity to right of colon	2
3657273	250hcfhzd	Unit ONE-STEP-EQUATIONS, Section ONE-STEP-EQUATIONS-4	EG23 -9 = 4y	1	row1-D-constant factors	2007-05-30 12:25:02.0	2007-05-30 12:25:04.0	2007-05-30 12:25:04.0	2007-05-30 12:48:13.0	18	18		1	2	0	5		
3657433	250hhkgwz	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-2	PICTALG2SU037	1	SecondAnswer	2006-11-15 12:14:20.0	2006-11-15 12:14:24.0	2006-11-15 12:14:24.0	2006-11-15 12:14:24.0	4	4		1	0	0	1	Enter quantity from diagram by reading	16
3658160	250hhkgwz	Unit LCM, Section lcm-2	LCM-C-08-20	1	LCMCheckbox1:2	2006-11-22 12:32:22.0	2006-11-22 12:32:25.0	2006-11-22 12:32:25.0	2006-11-22 12:32:25.0	1.5	1.5		1	0	0	1	Identify number as common multiple	307
3658641	250hhkgwz	Unit GCF, Section gcf-2	GCF-C-04-12	1	FactorPairBox:2:5	2006-11-29 12:21:00.0	2006-11-29 12:21:05.0	2006-11-29 12:21:05.0	2006-11-29 12:21:05.0	5	5		1	0	0	1		
3658959	250hhkgwz	Unit REPRESENTING-FRACTIONS, Section REPRESENTING-FRACTIONS-5	POW5N10	1	FractionSelected	2006-12-13 12:30:22.0	2006-12-13 12:30:27.0	2006-12-13 12:30:27.0	2006-12-13 12:30:27.0	5	5		1	0	0	1	Represent fraction using number line	4
3660843	250hhkgwz	Unit DIVIDING-MULTIPLE-WHOLES, Section DIVIDING-MULTIPLE-WHOLES-3	POWS3S24	1	Exercise1:Item5:8	2007-02-14 12:42:33.0	2007-02-14 12:42:41.0	2007-02-14 12:42:41.0	2007-02-14 12:42:41.0	8	8		1	0	0	1		
3661515	250hhkgwz	Unit DIVIDING-GROUPS, Section DIVIDING_GROUPS-2	POG2-05-1	1	DragMarble:5	2007-02-21 12:40:45.0	2007-02-21 12:40:48.0	2007-02-21 12:40:48.0	2007-02-21 12:40:48.0	3	3		1	0	0	1		
3661866	250hhkgwz	Unit EQUIVALENT-FRACTIONS, Section EQUIVALENT-FRACTIONS-6	EQFRAC6C001-002	1	GeneralHelpGoalNode	2007-03-14 12:02:19.0	2007-03-14 12:02:24.0		2007-03-14 12:02:28.0	9		9	0	0	0	0		
3662339	250hhkgwz	Unit FRACTION-OPERATIONS-1, Section FRACTION-OPERATIONS-I-3	FRACOPS3S19-02	1	Simplifiable	2007-03-30 12:27:25.0	2007-03-30 12:27:28.0	2007-03-30 12:27:28.0	2007-03-30 12:27:28.0	3	3		1	0	0	1	Identify that a fraction cannot be simplified	24
3662576	250hhkgwz	Unit RATIO-PROPORTION, Section RATIO-PROPORTION-1	RATIO1-012	1	FinalAnswer	2007-04-30 13:57:21.0	2007-04-30 13:57:28.0	2007-04-30 13:57:28.0	2007-04-30 13:57:28.0	7	7		1	0	0	1	Enter ratio using a colon	14
3663022	250hhkgwz	Unit ONE-STEP-EQUATIONS, Section ONE-STEP-EQUATIONS-7	EG21 8 = 2+x	1	6 = 2+x-2	2007-06-13 12:39:22.0	2007-06-13 12:39:26.0	2007-06-13 12:39:26.0	2007-06-13 12:39:26.0	4	4		1	0	0	1	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	32
3663350	250i54b83	Unit PICTURE-ALGEBRA-1, Section PICTURE-ALGEBRA-I-2	PICTALG2SU256	1	SecondAnswer	2006-11-15 12:43:42.0	2006-11-15 12:43:49.0	2006-11-15 12:43:49.0	2006-11-15 12:43:49.0	7	7		1	0	0	1	Enter quantity from diagram by reading	46
3663607	250i54b83	Unit LCM, Section lcm-1	LCM-04-09	1	LCMFactor1:2	2006-11-22 12:28:11.0	2006-11-22 12:28:13.0	2006-11-22 12:28:13.0	2006-11-22 12:28:13.0	1	1		1	0	0	1	List consecutive multiples of a number	107
